140,640,972544,0,0,0,0,0,0,0,0,0,0,123,0,0,76,422,192,0,803,129,75,569,115,4668,657,391,7346,1098,704,300,30778,2510,15956,0,454,4305,726,2817,73,207,179,2791,0,0,777,0,93,3491,1633,186,0,9133,69426,544,394,0,0,0,94,79,302,449,145,148,2093,147,137,460,0,119,268,90,0,0,0,0,176,117,214,281,106,176,537,213,139,123,970,2429,0,136,343,644,1709,598,3083,973,0,134,125,122,0,88,1144,0,0,0,0,71,0,0,370,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,120,0,65,0,0
140,641,854006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,196,128,949,0,172,637,74,4010,495,325,8666,1266,651,311,32696,3154,12007,69,553,7211,606,1703,121,168,93,2836,201,125,683,98,69,3573,1615,378,0,6589,51502,676,571,91,0,90,142,138,302,412,144,68,2384,81,97,357,0,0,167,94,0,0,0,0,188,107,245,644,0,0,315,182,67,175,335,2200,0,71,216,597,1518,487,3120,656,0,67,118,0,0,0,653,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0
141,638,915334,0,0,0,0,0,0,0,92,0,0,0,0,0,0,289,601,0,1266,0,0,684,0,2870,1086,238,8147,638,880,306,19131,1994,9725,90,459,3322,484,1880,0,194,144,1734,239,0,632,0,0,2694,3414,0,0,11636,80885,363,137,73,77,0,161,0,245,231,278,88,1357,96,105,327,0,0,145,0,0,0,0,0,168,215,92,403,0,71,361,293,0,335,286,1529,0,0,383,390,1162,344,2284,533,0,104,0,147,73,0,496,0,0,0,0,0,75,0,386,0,0,65,0,0,0,0,0,0,0,0,0,0,0,85,0,0,117,0,125,0,0
141,639,607617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,103,75,619,0,0,224,0,3991,338,289,11067,929,319,268,26724,2951,12850,0,459,6906,644,1618,121,212,0,2298,195,0,701,0,0,3569,587,0,0,3428,15000,460,325,0,0,0,172,0,240,394,230,211,1874,115,101,561,0,0,153,96,0,0,0,81,224,102,82,409,92,78,287,256,120,397,405,2885,0,84,233,650,1267,725,3830,850,0,0,73,0,115,0,709,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0
141,640,736295,0,0,0,0,0,0,0,0,0,0,77,0,0,0,276,424,191,977,0,0,464,0,3095,510,189,9773,2131,379,338,23312,2826,10532,93,339,4319,636,1715,233,163,197,1243,100,86,532,88,0,4980,554,106,0,3889,16253,400,342,0,0,0,140,0,657,304,142,107,1867,89,98,470,0,0,151,127,0,64,0,0,235,0,147,253,0,0,410,383,85,226,155,2166,67,0,189,656,1129,296,2842,682,0,0,0,150,0,0,671,0,66,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,70,0,86,157,67
141,641,730681,0,0,0,0,0,0,0,0,0,0,151,0,0,0,270,310,149,584,0,0,469,142,2815,596,306,8286,656,613,219,16740,2282,10443,0,793,4157,506,3089,230,159,137,1698,0,314,822,144,142,3618,492,154,0,1969,10707,313,378,0,0,88,0,0,832,165,364,161,1167,199,96,252,113,78,204,113,100,0,0,0,116,129,104,0,0,0,365,360,317,136,182,1293,92,73,262,613,1666,583,3238,621,0,0,79,90,67,0,764,0,0,0,0,0,0,0,335,0,70,94,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,637,900085,0,0,0,0,0,0,0,0,0,0,0,76,0,0,511,573,0,734,0,73,278,0,3485,388,260,7635,1113,741,405,30649,1902,11136,98,315,5509,687,2195,115,128,262,1306,0,0,674,136,0,3653,5600,344,0,10706,85332,265,364,109,88,0,70,0,195,354,209,155,1452,94,0,351,0,0,105,118,0,0,67,0,308,212,142,456,81,0,317,113,162,315,409,1347,117,149,337,440,1147,413,2772,914,0,0,0,149,73,0,881,139,0,0,0,0,0,0,443,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,96,118,0,0
142,638,836623,0,0,0,0,0,0,0,0,0,0,81,0,0,0,205,331,295,619,67,0,496,129,5064,367,498,13463,2249,464,351,30286,2601,21580,0,697,6933,818,2143,121,245,158,2370,117,88,747,0,0,5110,1575,292,0,5174,26278,1031,480,0,0,0,313,65,686,325,327,228,2591,109,172,606,0,188,296,165,0,0,0,85,388,349,337,536,69,151,733,319,179,236,286,3053,207,0,205,893,1780,847,4379,659,0,0,0,84,149,79,1159,0,0,0,0,0,0,0,221,0,74,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0
143,636,869991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,458,322,949,0,0,442,76,1656,804,247,6755,614,415,296,17942,1680,6601,115,273,2203,471,2011,0,266,174,965,0,132,623,0,0,2757,5597,0,0,13030,95974,178,228,67,0,0,64,0,146,209,159,0,1356,0,0,256,68,0,0,65,0,92,0,0,88,190,0,278,83,87,132,140,0,90,583,1577,0,94,363,593,842,233,2055,585,0,0,0,66,0,0,648,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,81,0,0,95,0
143,637,843576,0,0,0,0,0,0,0,0,0,0,74,0,0,0,140,451,216,688,0,71,471,79,3647,377,358,11033,981,674,380,32077,3465,17173,150,550,5829,463,1588,132,138,91,1470,0,159,549,176,141,6039,1498,0,0,5198,32926,371,348,0,0,67,0,0,594,389,367,85,2280,0,0,703,0,127,130,140,0,0,0,107,277,121,306,384,0,0,686,437,200,150,329,2767,220,0,285,593,2317,449,4340,1159,0,0,0,115,0,0,984,0,88,0,0,0,88,0,500,77,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
